has_dependents,tenure_mo,home_phone,multi_line,internet_plan,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,unlimited_data_opt,extra_data_fees_total,long_dist_fees_total,received_refund,tenure_log1p,tenure_group,bundle_score,is_autopay,penalty_fees_total,penalty_fee_rate,avg_billed_per_month,fee_minus_avg_billed,recent_offer_missing,left_flag
Yes,4,1,No,No,Month-to-month,No,Mailed check,20.85,62.9,Female,27,Yes,1,Yes,1,Unknown,39.89,Unknown,0,No,0,159.56,0,1.6094379124341003,0-6,0,0,159.56,2.536724960254372,15.725,5.125000000000002,1,0
No,33,1,No,Fiber optic,Two year,Yes,Electronic check,88.95,3027.65,Male,59,No,0,No,0,Offer C,47.64,Fiber Optic,18,Yes,0,1572.12,0,3.5263605246161616,25-48,4,0,1572.12,0.5192542070582795,91.7469696969697,-2.796969696969697,0,0
No,27,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.05,2135.5,Female,72,No,1,No,0,Offer C,3.33,Fiber Optic,18,No,10,89.91,0,3.332204510175204,25-48,1,0,99.91,0.046785296183563564,79.0925925925926,-1.042592592592598,0,1
No,72,1,Yes,No,Two year,Yes,Bank transfer (automatic),23.55,1723.95,Male,46,Yes,0,Yes,1,Offer A,1.86,Unknown,0,No,0,133.92,0,4.290459441148391,49-72,0,1,133.92,0.07768206734534064,23.94375,-0.3937500000000007,0,0
No,1,1,No,No,Month-to-month,No,Mailed check,19.75,19.75,Male,45,No,0,No,0,Unknown,15.77,Unknown,0,No,0,15.77,0,0.6931471805599453,0-6,0,0,15.77,0.7984810126582278,19.75,0.0,1,0
No,71,0,No,DSL,One year,Yes,Electronic check,56.45,3985.35,Male,73,No,0,No,0,Offer A,0.0,DSL,20,Yes,0,0.0,0,4.276666119016055,49-72,5,0,0.0,0.0,56.131690140845066,0.3183098591549367,0,0
No,13,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.95,1215.65,Female,49,No,0,No,0,Unknown,29.21,Fiber Optic,22,Yes,0,379.73,0,2.6390573296152584,13-24,2,0,379.73,0.31236786904125363,93.51153846153846,-7.561538461538461,1,0
Yes,25,0,No,DSL,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Female,27,Yes,0,Yes,6,Offer C,0.0,DSL,48,Yes,0,0.0,1,3.258096538021482,25-48,6,1,0.0,0.0,60.106,-1.5060000000000002,0,1
No,67,1,No,DSL,Two year,No,Bank transfer (automatic),50.55,3260.1,Male,60,No,0,No,0,Offer A,32.58,DSL,8,Yes,0,2182.86,0,4.219507705176107,49-72,2,1,2182.86,0.6695684181466827,48.65820895522388,1.8917910447761201,0,0
No,1,0,No,DSL,Month-to-month,Yes,Electronic check,35.45,35.45,Male,64,No,0,No,0,Offer E,0.0,DSL,22,Yes,0,0.0,0,0.6931471805599453,0-6,2,0,0.0,0.0,35.45,0.0,0,1
No,2,1,No,DSL,Month-to-month,No,Electronic check,44.35,81.25,Male,45,No,0,No,0,Offer E,46.84,DSL,3,Yes,0,93.68,0,1.0986122886681098,0-6,0,0,93.68,1.1529846153846155,40.625,3.7250000000000014,0,1
No,23,1,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,Female,37,No,0,No,0,Unknown,24.04,Fiber Optic,22,Yes,0,552.92,0,3.1780538303479458,13-24,1,1,552.92,0.3108912004498172,77.32608695652173,-2.326086956521735,1,0
Yes,64,1,No,No,Two year,No,Mailed check,20.2,1277.75,Female,23,Yes,0,Yes,1,Unknown,36.24,Unknown,0,No,0,2319.36,0,4.174387269895637,49-72,0,0,2319.36,1.8151907650166308,19.96484375,0.2351562499999993,1,0
Yes,57,1,No,No,Two year,Yes,Mailed check,19.6,1170.55,Male,58,No,0,No,0,Unknown,5.71,Unknown,0,No,0,325.47,0,4.060443010546419,49-72,0,0,325.47,0.2780487804878049,20.5359649122807,-0.9359649122806992,1,0
No,1,1,No,Fiber optic,Month-to-month,Yes,Mailed check,70.45,70.45,Female,76,Yes,2,Yes,1,Offer E,15.28,Fiber Optic,30,Yes,0,15.28,0,0.6931471805599453,0-6,0,0,15.28,0.2168914123491838,70.45,0.0,0,1
Yes,72,1,Yes,DSL,Two year,Yes,Credit card (automatic),88.05,6425.65,Female,71,Yes,0,Yes,1,Offer A,20.48,DSL,6,Yes,0,1474.56,0,4.290459441148391,49-72,8,1,1474.56,0.2294802860411009,89.24513888888889,-1.1951388888888914,0,0
No,61,1,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),101.05,5971.25,Female,35,Yes,0,Yes,2,Unknown,17.49,Fiber Optic,21,Yes,0,1066.89,0,4.127134385045092,49-72,4,1,1066.89,0.1786711325099435,97.88934426229508,3.1606557377049143,1,0
No,64,1,Yes,Fiber optic,One year,Yes,Credit card (automatic),84.3,5289.05,Male,34,No,0,No,0,Unknown,30.27,Fiber Optic,12,Yes,0,1937.28,0,4.174387269895637,49-72,2,1,1937.28,0.36628127924674564,82.64140625,1.6585937499999943,1,0
No,71,1,Yes,No,Two year,No,Bank transfer (automatic),23.95,1756.2,Male,66,Yes,0,Yes,7,Offer A,30.72,Unknown,0,No,0,2181.12,0,4.276666119016055,49-72,0,1,2181.12,1.2419542193372053,24.735211267605635,-0.7852112676056358,0,0
Yes,65,1,Yes,Fiber optic,Two year,Yes,Credit card (automatic),99.05,6416.7,Female,56,Yes,0,Yes,5,Unknown,13.2,Fiber Optic,13,Yes,0,858.0,0,4.189654742026425,49-72,5,1,858.0,0.13371359109822806,98.71846153846154,0.33153846153845734,1,0
No,3,1,No,No,One year,No,Mailed check,19.6,61.35,Male,42,No,0,No,0,Unknown,35.65,Unknown,0,No,0,106.95,0,1.3862943611198906,0-6,0,0,106.95,1.743276283618582,20.45,-0.8499999999999979,1,0
No,1,1,No,DSL,Month-to-month,Yes,Electronic check,45.65,45.65,Male,63,No,0,No,0,Offer E,14.12,Cable,24,Yes,0,14.12,0,0.6931471805599453,0-6,0,0,14.12,0.30930996714129244,45.65,0.0,0,1
Yes,15,1,No,DSL,Month-to-month,Yes,Mailed check,69.5,1071.4,Male,50,Yes,1,Yes,1,Unknown,8.44,Cable,21,Yes,0,126.6,0,2.772588722239781,13-24,6,0,126.6,0.11816315101736045,71.42666666666668,-1.9266666666666765,1,0
Yes,8,1,No,DSL,Month-to-month,Yes,Electronic check,68.55,564.35,Female,33,Yes,1,Yes,1,Unknown,29.94,Cable,17,Yes,0,239.52,0,2.1972245773362196,7-12,5,0,239.52,0.42441747142730574,70.54375,-1.9937500000000057,1,0
Yes,70,1,Yes,Fiber optic,One year,Yes,Credit card (automatic),108.15,7930.55,Female,27,Yes,0,Yes,4,Offer A,5.77,Fiber Optic,48,Yes,0,403.9,0,4.2626798770413155,49-72,6,1,403.9,0.05092963287539956,113.29357142857143,-5.14357142857142,0,0
Yes,62,1,No,DSL,Two year,No,Electronic check,86.1,5215.25,Male,51,Yes,0,Yes,2,Unknown,43.2,DSL,23,Yes,0,2678.4,0,4.143134726391533,49-72,8,0,2678.4,0.513570778006807,84.11693548387096,1.9830645161290334,1,0
Yes,14,1,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,Female,33,Yes,1,Yes,7,Unknown,40.22,Fiber Optic,19,Yes,0,563.08,0,2.70805020110221,13-24,2,1,563.08,0.4884455239417072,82.34285714285714,-1.442857142857136,1,0
No,22,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,Female,23,No,0,No,0,Unknown,19.2,Fiber Optic,41,No,60,422.4,0,3.1354942159291497,13-24,1,1,482.4,0.264771261560416,82.81590909090909,1.3340909090909179,1,0
Yes,22,1,No,No,One year,No,Mailed check,20.15,419.9,Male,37,Yes,0,Yes,3,Unknown,48.06,Unknown,0,No,0,1057.32,0,3.1354942159291497,13-24,0,0,1057.32,2.5180281019290307,19.086363636363636,1.0636363636363626,1,0
Yes,16,1,No,DSL,Two year,No,Mailed check,64.25,1024.0,Male,38,Yes,0,Yes,9,Unknown,23.31,DSL,27,Yes,0,372.96,0,2.833213344056216,13-24,3,0,372.96,0.36421875,64.0,0.25,1,0
No,10,1,Yes,No,Two year,No,Bank transfer (automatic),25.7,251.6,Male,44,No,0,No,0,Unknown,32.1,Unknown,0,No,0,321.0,0,2.3978952727983707,7-12,0,1,321.0,1.2758346581875994,25.16,0.5399999999999991,1,0
No,20,1,Yes,Fiber optic,Month-to-month,No,Electronic check,82.4,1592.35,Female,26,Yes,1,Yes,5,Unknown,36.6,Fiber Optic,51,Yes,0,732.0,1,3.044522437723423,13-24,2,0,732.0,0.4596979307313091,79.61749999999999,2.782500000000013,1,1
No,2,1,No,Fiber optic,Month-to-month,Yes,Electronic check,69.7,135.2,Female,54,No,0,No,0,Unknown,15.67,Fiber Optic,8,Yes,0,31.34,0,1.0986122886681098,0-6,0,0,31.34,0.23180473372781066,67.6,2.1000000000000085,1,0
No,53,1,Yes,DSL,Two year,Yes,Bank transfer (automatic),73.9,3958.25,Male,35,No,0,No,0,Unknown,6.54,DSL,4,Yes,0,346.62,0,3.9889840465642745,49-72,6,1,346.62,0.08756900145266217,74.68396226415095,-0.7839622641509436,1,0
No,69,1,No,No,Two year,No,Mailed check,19.9,1363.45,Male,40,Yes,0,Yes,3,Offer A,30.86,Unknown,0,No,0,2129.34,0,4.248495242049359,49-72,0,0,2129.34,1.5617294363563021,19.76014492753623,0.13985507246376727,0,0
No,4,1,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Female,42,No,1,No,0,Offer E,33.5,Fiber Optic,27,Yes,0,134.0,1,1.6094379124341003,0-6,0,1,134.0,0.4908424908424908,68.25,2.6500000000000057,0,1
No,72,1,Yes,DSL,Two year,Yes,Bank transfer (automatic),89.05,6254.45,Male,39,Yes,0,Yes,7,Offer A,6.05,Cable,30,Yes,0,435.6,0,4.290459441148391,49-72,8,1,435.6,0.06964641175483056,86.86736111111111,2.1826388888888886,0,0
No,58,0,No,DSL,Month-to-month,Yes,Electronic check,45.3,2651.2,Male,66,Yes,0,Yes,6,Offer B,0.0,DSL,24,Yes,0,0.0,1,4.07753744390572,49-72,3,0,0.0,0.0,45.710344827586205,-0.4103448275862078,0,1
Yes,16,1,No,No,Month-to-month,No,Electronic check,20.4,321.4,Female,59,Yes,2,Yes,3,Offer D,45.54,Unknown,0,No,0,728.64,0,2.833213344056216,13-24,0,0,728.64,2.2670815183571875,20.0875,0.3125,0,0
No,43,1,No,Fiber optic,One year,Yes,Bank transfer (automatic),84.25,3539.25,Male,61,Yes,0,Yes,6,Unknown,15.2,Fiber Optic,21,Yes,0,653.6,0,3.784189633918261,25-48,4,1,653.6,0.18467189376280285,82.30813953488372,1.941860465116278,1,0
No,2,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.4,242.8,Female,26,Yes,3,Yes,1,Offer E,11.51,Fiber Optic,53,Yes,0,23.02,1,1.0986122886681098,0-6,6,0,23.02,0.09481054365733113,121.4,-17.0,0,1
No,14,1,No,DSL,Two year,No,Mailed check,81.95,1181.75,Male,48,Yes,0,Yes,3,Offer D,5.17,Cable,25,Yes,0,72.38,0,2.70805020110221,13-24,7,0,72.38,0.06124814893166913,84.41071428571429,-2.460714285714289,0,0
No,32,1,No,No,One year,No,Bank transfer (automatic),20.55,654.55,Female,61,No,0,No,0,Offer C,35.97,Unknown,0,No,0,1151.04,0,3.4965075614664802,25-48,0,1,1151.04,1.7585211213811016,20.4546875,0.09531250000000213,0,0
No,34,1,Yes,No,Month-to-month,No,Electronic check,24.7,780.2,Female,49,Yes,0,Yes,5,Offer C,11.52,Unknown,0,No,0,391.68,0,3.5553480614894135,25-48,0,0,391.68,0.5020251217636503,22.947058823529414,1.7529411764705856,0,0
No,15,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.45,1145.7,Female,70,No,2,No,0,Offer D,44.07,Fiber Optic,19,Yes,0,661.05,0,2.772588722239781,13-24,0,0,661.05,0.5769835035349568,76.38000000000001,-1.9300000000000068,0,1
No,7,1,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Female,77,No,2,No,0,Offer E,26.95,Fiber Optic,18,No,0,188.65,1,2.0794415416798357,7-12,1,1,188.65,0.3746028594122319,71.94285714285715,4.507142857142853,0,1
Yes,15,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,Female,19,Yes,3,Yes,6,Offer D,4.19,Fiber Optic,59,Yes,0,62.85,0,2.772588722239781,13-24,5,1,62.85,0.040307840307840306,103.95,1.3999999999999915,0,0
No,61,1,No,No,One year,Yes,Credit card (automatic),20.55,1252.0,Male,22,Yes,0,Yes,3,Unknown,19.27,Unknown,0,No,0,1175.47,0,4.127134385045092,49-72,0,1,1175.47,0.9388738019169329,20.524590163934427,0.0254098360655739,1,0
No,1,0,No,DSL,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Female,54,No,0,No,0,Offer E,0.0,DSL,27,Yes,0,0.0,0,0.6931471805599453,0-6,1,1,0.0,0.0,29.95,0.0,0,1
No,1,1,No,DSL,Month-to-month,No,Mailed check,45.3,45.3,Female,25,No,0,No,0,Unknown,47.36,Cable,41,Yes,0,47.36,0,0.6931471805599453,0-6,0,0,47.36,1.0454746136865343,45.3,0.0,1,0
Yes,33,1,No,DSL,One year,No,Credit card (automatic),74.75,2453.3,Male,35,Yes,0,Yes,7,Offer C,48.85,Cable,30,Yes,0,1612.05,0,3.5263605246161616,25-48,5,1,1612.05,0.6570945257408388,74.34242424242424,0.40757575757575637,0,0
No,13,1,No,Fiber optic,Month-to-month,Yes,Electronic check,79.25,1111.65,Female,48,No,3,No,0,Unknown,33.54,Fiber Optic,76,Yes,0,436.02,1,2.6390573296152584,13-24,2,0,436.02,0.392227769531777,85.51153846153846,-6.261538461538464,1,1
No,1,0,No,DSL,Month-to-month,Yes,Electronic check,24.8,24.8,Female,29,Yes,0,Yes,4,Offer E,0.0,DSL,29,Yes,0,0.0,0,0.6931471805599453,0-6,1,0,0.0,0.0,24.8,0.0,0,1
No,20,1,No,DSL,Month-to-month,Yes,Mailed check,51.8,1023.85,Male,45,No,0,No,0,Offer D,3.94,DSL,18,Yes,0,78.8,0,3.044522437723423,13-24,1,0,78.8,0.07696439908189676,51.1925,0.6074999999999946,0,0
No,3,0,No,DSL,Month-to-month,No,Electronic check,30.4,82.15,Male,19,No,0,No,0,Unknown,0.0,DSL,59,Yes,0,0.0,0,1.3862943611198906,0-6,2,0,0.0,0.0,27.383333333333336,3.016666666666662,1,0
No,13,1,No,No,One year,No,Electronic check,19.65,244.8,Female,61,No,0,No,0,Offer D,33.13,Unknown,0,No,0,430.69,0,2.6390573296152584,13-24,0,0,430.69,1.7593545751633985,18.83076923076923,0.8192307692307672,0,0
Yes,43,1,Yes,DSL,One year,Yes,Credit card (automatic),71.9,3173.35,Male,24,Yes,0,Yes,5,Offer B,48.1,DSL,51,Yes,0,2068.3,0,3.784189633918261,25-48,5,1,2068.3,0.651771786912884,73.79883720930232,-1.8988372093023145,0,0
No,6,1,No,Fiber optic,Month-to-month,Yes,Electronic check,91.0,531.0,Male,39,Yes,2,Yes,5,Unknown,42.08,Fiber Optic,29,Yes,0,252.48,0,1.9459101490553132,0-6,4,0,252.48,0.47548022598870054,88.5,2.5,1,1
Yes,69,1,No,No,Two year,No,Bank transfer (automatic),19.75,1375.4,Female,38,Yes,0,Yes,9,Offer A,5.27,Unknown,0,No,0,363.63,0,4.248495242049359,49-72,0,1,363.63,0.26438127090301,19.933333333333334,-0.18333333333333357,0,0
Yes,72,1,Yes,Fiber optic,Two year,No,Credit card (automatic),109.7,8129.3,Female,42,Yes,0,Yes,7,Offer A,18.66,Fiber Optic,3,Yes,0,1343.52,0,4.290459441148391,49-72,6,1,1343.52,0.16526884233574846,112.90694444444445,-3.2069444444444457,0,0
Yes,59,1,No,No,Two year,No,Credit card (automatic),19.3,1192.7,Male,33,Yes,0,Yes,3,Offer B,25.57,Unknown,0,No,0,1508.63,0,4.0943445622221,49-72,0,1,1508.63,1.2648863922193343,20.215254237288136,-0.9152542372881349,0,0
No,20,1,No,Fiber optic,Month-to-month,Yes,Electronic check,96.55,1901.65,Female,32,Yes,0,No,0,Offer D,28.57,Fiber Optic,15,Yes,0,571.4,0,3.044522437723423,13-24,5,0,571.4,0.3004759025057187,95.08250000000001,1.467499999999987,0,0
Yes,24,1,Yes,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,Male,19,Yes,3,Yes,1,Offer C,1.14,Unknown,0,No,0,27.36,0,3.2188758248682006,13-24,0,1,27.36,0.04657814096016343,24.474999999999998,-0.37499999999999645,0,0
No,59,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,111.35,6519.75,Male,19,No,0,No,0,Offer B,48.12,Fiber Optic,51,Yes,0,2839.08,0,4.0943445622221,49-72,7,0,2839.08,0.43545841481651903,110.5042372881356,0.8457627118643956,0,0
Yes,72,1,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),112.25,8041.65,Male,42,Yes,3,Yes,2,Offer A,11.66,Fiber Optic,28,Yes,0,839.52,0,4.290459441148391,49-72,7,1,839.52,0.10439648579582549,111.68958333333333,0.5604166666666686,0,0
Yes,1,1,No,No,Month-to-month,No,Mailed check,20.75,20.75,Male,29,No,1,No,0,Unknown,7.57,Unknown,0,No,0,7.57,0,0.6931471805599453,0-6,0,0,7.57,0.36481927710843376,20.75,0.0,1,0
No,27,1,No,Fiber optic,One year,Yes,Credit card (automatic),101.9,2681.15,Female,55,Yes,0,No,0,Offer C,20.02,Fiber Optic,27,Yes,0,540.54,0,3.332204510175204,25-48,6,1,540.54,0.20160751916155378,99.30185185185185,2.598148148148155,0,0
No,14,1,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,Female,51,No,0,No,0,Offer D,1.69,Fiber Optic,21,Yes,0,23.66,0,2.70805020110221,13-24,3,1,23.66,0.02127123977344242,79.45,0.5999999999999943,0,0
Yes,71,1,Yes,Fiber optic,Two year,No,Electronic check,105.55,7405.5,Male,55,Yes,3,Yes,3,Offer A,25.02,Fiber Optic,53,Yes,0,1776.42,0,4.276666119016055,49-72,5,0,1776.42,0.23987846870569174,104.30281690140845,1.2471830985915489,0,0
Yes,13,1,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,Male,55,No,3,No,0,Offer D,31.93,Fiber Optic,22,No,150,415.09,0,2.6390573296152584,13-24,1,1,565.0899999999999,0.5465351322597803,79.53461538461539,-1.2346153846153953,0,0
No,44,1,No,Fiber optic,Month-to-month,No,Credit card (automatic),68.85,2958.95,Male,41,No,0,No,0,Offer B,1.7,Fiber Optic,28,Yes,0,74.8,0,3.8066624897703196,25-48,0,1,74.8,0.025279237567380323,67.24886363636364,1.601136363636357,0,0
No,33,1,No,Fiber optic,One year,Yes,Bank transfer (automatic),79.95,2684.85,Female,64,No,0,No,0,Offer C,42.29,Fiber Optic,13,Yes,0,1395.57,0,3.5263605246161616,25-48,3,1,1395.57,0.5197944019218951,81.35909090909091,-1.4090909090909065,0,0
Yes,72,0,No,DSL,Two year,Yes,Credit card (automatic),55.45,4179.2,Male,30,Yes,0,Yes,5,Offer A,0.0,Cable,47,Yes,0,0.0,0,4.290459441148391,49-72,7,1,0.0,0.0,58.044444444444444,-2.5944444444444414,0,0
No,1,1,No,Fiber optic,Month-to-month,No,Electronic check,79.9,79.9,Male,62,No,3,No,0,Unknown,23.2,Fiber Optic,21,Yes,0,23.2,0,0.6931471805599453,0-6,2,0,23.2,0.2903629536921151,79.9,0.0,1,1
No,19,1,No,Fiber optic,Month-to-month,Yes,Electronic check,106.6,1934.45,Female,43,No,1,No,0,Unknown,28.35,Fiber Optic,19,No,40,538.65,1,2.995732273553991,13-24,7,0,578.65,0.2991289513815296,101.81315789473685,4.786842105263148,1,1
No,64,1,No,Fiber optic,One year,Yes,Credit card (automatic),102.45,6654.1,Male,22,Yes,0,Yes,10,Offer B,40.49,Fiber Optic,69,Yes,0,2591.36,0,4.174387269895637,49-72,7,1,2591.36,0.3894380908011602,103.9703125,-1.5203125000000028,0,0
No,2,1,No,DSL,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Male,19,No,0,No,0,Unknown,49.81,DSL,41,Yes,0,99.62,0,1.0986122886681098,0-6,1,1,99.62,1.1789349112426035,42.25,3.75,1,1
Yes,29,1,No,No,One year,No,Electronic check,20.0,540.05,Female,23,Yes,0,Yes,6,Offer C,27.72,Unknown,0,No,0,803.88,0,3.4011973816621555,25-48,0,0,803.88,1.4885288399222296,18.622413793103448,1.3775862068965523,0,0
No,23,1,Yes,Fiber optic,Month-to-month,No,Electronic check,86.8,1975.85,Male,66,Yes,0,Yes,1,Unknown,42.59,Fiber Optic,2,Yes,0,979.57,0,3.1780538303479458,13-24,2,0,979.57,0.49577144013968677,85.90652173913043,0.8934782608695713,1,0
No,57,0,No,DSL,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,Female,45,Yes,0,Yes,1,Offer B,0.0,Cable,22,Yes,0,0.0,0,4.060443010546419,49-72,6,1,0.0,0.0,60.30614035087719,-1.5561403508771932,0,0
No,66,0,No,DSL,Two year,Yes,Bank transfer (automatic),56.6,3789.2,Male,38,Yes,0,Yes,1,Unknown,0.0,DSL,29,Yes,0,0.0,0,4.204692619390966,49-72,6,1,0.0,0.0,57.41212121212121,-0.8121212121212054,1,0
No,8,1,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,Female,24,No,0,No,0,Unknown,39.92,Fiber Optic,73,Yes,0,319.36,0,2.1972245773362196,7-12,1,1,319.36,0.5113032340698047,78.075,1.9249999999999972,1,0
No,4,1,No,Fiber optic,Month-to-month,Yes,Electronic check,70.15,268.35,Female,39,No,2,No,0,Unknown,29.4,Fiber Optic,17,Yes,0,117.6,1,1.6094379124341003,0-6,0,0,117.6,0.4382336500838457,67.0875,3.0625,1,1
Yes,1,1,No,No,One year,Yes,Electronic check,20.2,20.2,Male,32,Yes,0,Yes,8,Unknown,44.69,Unknown,0,No,0,44.69,0,0.6931471805599453,0-6,0,0,44.69,2.2123762376237623,20.2,0.0,1,0
No,4,1,No,DSL,Month-to-month,No,Mailed check,50.05,179.35,Male,50,Yes,0,Yes,2,Unknown,9.67,Cable,22,Yes,0,38.68,0,1.6094379124341003,0-6,2,0,38.68,0.21566768887649848,44.8375,5.212499999999999,1,1
No,12,1,No,No,One year,Yes,Bank transfer (automatic),19.35,219.35,Female,53,No,0,No,0,Offer D,16.72,Unknown,0,No,0,200.64,0,2.5649493574615367,7-12,0,1,200.64,0.9147025302028721,18.279166666666665,1.0708333333333364,0,0
No,24,0,No,DSL,One year,Yes,Mailed check,50.6,1288.75,Male,28,No,0,No,0,Offer C,0.0,DSL,46,Yes,0,0.0,0,3.2188758248682006,13-24,4,0,0.0,0.0,53.697916666666664,-3.097916666666663,0,0
No,30,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,Male,62,No,0,No,0,Unknown,31.97,Fiber Optic,2,Yes,0,959.1,0,3.4339872044851463,25-48,4,1,959.1,0.3522024126471182,90.77166666666668,-0.8716666666666697,1,0
No,54,1,Yes,Fiber optic,Two year,Yes,Credit card (automatic),108.0,5760.65,Male,49,No,0,No,0,Offer B,17.76,Fiber Optic,4,Yes,0,959.04,0,4.007333185232471,49-72,7,1,959.04,0.16648121305755428,106.6787037037037,1.3212962962962962,0,0
No,50,1,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,Male,64,No,0,No,0,Offer B,40.83,Fiber Optic,21,Yes,0,2041.5,0,3.9318256327243257,49-72,6,1,2041.5,0.4300157977883096,94.95,-1.4500000000000028,0,0
No,72,1,No,No,Two year,No,Credit card (automatic),20.25,1566.9,Female,62,No,0,No,0,Unknown,42.36,Unknown,0,No,0,3049.92,0,4.290459441148391,49-72,0,1,3049.92,1.9464675473865594,21.762500000000003,-1.5125000000000028,1,0
No,29,1,Yes,No,Month-to-month,No,Electronic check,25.15,702.0,Female,47,No,0,No,0,Unknown,4.53,Unknown,0,No,0,131.37,0,3.4011973816621555,25-48,0,0,131.37,0.18713675213675215,24.20689655172414,0.9431034482758598,1,0
No,2,1,Yes,DSL,Month-to-month,Yes,Mailed check,54.4,114.1,Male,22,No,0,No,0,Unknown,44.31,DSL,73,Yes,0,88.62,0,1.0986122886681098,0-6,2,0,88.62,0.7766871165644172,57.05,-2.6499999999999986,1,1
No,10,0,No,DSL,Two year,Yes,Mailed check,29.6,299.05,Female,41,No,0,No,0,Offer D,0.0,Cable,29,Yes,0,0.0,0,2.3978952727983707,7-12,2,0,0.0,0.0,29.905,-0.3049999999999997,0,0
No,18,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.15,1305.95,Male,42,Yes,0,Yes,5,Offer D,16.78,Fiber Optic,23,Yes,0,302.04,0,2.9444389791664403,13-24,0,0,302.04,0.23127991117577243,72.55277777777778,0.5972222222222285,0,0
No,72,1,Yes,DSL,Two year,No,Bank transfer (automatic),86.6,6350.5,Female,37,No,0,No,0,Unknown,8.29,Cable,13,Yes,0,596.88,0,4.290459441148391,49-72,7,1,596.88,0.09398944964963389,88.20138888888889,-1.6013888888888914,1,0
No,72,1,Yes,Fiber optic,Two year,No,Bank transfer (automatic),109.2,7878.3,Male,49,No,0,No,0,Unknown,35.11,Fiber Optic,22,Yes,0,2527.92,0,4.290459441148391,49-72,7,1,2527.92,0.3208712539507254,109.42083333333333,-0.22083333333333144,1,0
Yes,41,1,No,DSL,One year,Yes,Credit card (automatic),74.7,3187.65,Female,38,Yes,0,Yes,10,Offer B,25.16,DSL,11,Yes,0,1031.56,0,3.7376696182833684,25-48,6,1,1031.56,0.32361143789311875,77.74756097560976,-3.0475609756097555,0,0
No,65,1,No,Fiber optic,Month-to-month,No,Electronic check,94.4,6126.15,Female,77,Yes,0,Yes,2,Unknown,38.32,Fiber Optic,25,Yes,0,2490.8,0,4.189654742026425,49-72,5,0,2490.8,0.40658488610301746,94.24846153846153,0.15153846153847894,1,0
No,13,1,No,DSL,Month-to-month,Yes,Electronic check,54.8,731.3,Female,68,No,0,No,0,Unknown,10.51,DSL,20,Yes,0,136.63,0,2.6390573296152584,13-24,2,0,136.63,0.18683166962942704,56.25384615384615,-1.4538461538461505,1,0
No,4,1,No,Fiber optic,Month-to-month,No,Electronic check,75.35,273.4,Male,66,No,0,No,0,Offer E,36.4,Fiber Optic,29,Yes,0,145.6,0,1.6094379124341003,0-6,1,0,145.6,0.5325530358449159,68.35,7.0,0,0
No,15,1,No,Fiber optic,Month-to-month,Yes,Electronic check,74.4,1074.3,Male,65,No,0,No,0,Offer D,29.11,Fiber Optic,29,Yes,0,436.65,0,2.772588722239781,13-24,1,0,436.65,0.4064507120915945,71.61999999999999,2.7800000000000153,0,1
No,42,1,Yes,Fiber optic,One year,Yes,Electronic check,99.0,4298.45,Male,28,No,0,No,0,Offer B,6.42,Fiber Optic,48,Yes,0,269.64,0,3.7612001156935624,25-48,5,0,269.64,0.06272958857262502,102.34404761904761,-3.3440476190476147,0,0
No,51,1,No,Fiber optic,One year,Yes,Electronic check,93.5,4619.55,Female,27,Yes,0,Yes,2,Offer B,21.07,Fiber Optic,46,Yes,0,1074.57,0,3.9512437185814275,49-72,4,0,1074.57,0.23261356625645352,90.57941176470588,2.920588235294119,0,0
